customer_id,customer_name,customer_age,total_orders,total_failures,total_revenue,avg_ticket,months_active,first_order,last_order,failure_rate,orders_per_month,had_failure,age_group,failure_group,value_segment,churned,returned_after_failure
WCID5343,Monique Bryant,45,6,0,912.63,152.105,5,2023-01-17,2023-12-01,0.0,1.2,False,30–44,0 — Sem falha,Baixo Valor,False,False
WCID5344,William Johnson,32,6,1,1217.88,202.98,5,2023-01-12,2023-11-29,0.1667,1.2,True,30–44,1 — Uma falha,Baixo Valor,False,True
WCID5345,David Brooks,22,9,1,2600.34,288.9267,6,2023-02-11,2023-12-26,0.1111,1.5,True,18–29,1 — Uma falha,Alto Valor,False,True
WCID5346,Robert Cook,47,6,1,2009.4,334.9,5,2023-02-22,2023-11-13,0.1667,1.2,True,45–59,1 — Uma falha,Médio Valor,False,False
WCID5347,Crystal Mayer,43,9,2,2193.82,243.7578,6,2023-01-06,2023-12-21,0.2222,1.5,True,30–44,2 — Duas falhas,Alto Valor,False,True
WCID5348,John Robinson,18,3,0,762.22,254.0733,2,2023-08-08,2023-10-02,0.0,1.5,False,,0 — Sem falha,Baixo Valor,False,False
WCID5349,Patricia Jacobs,86,4,1,886.43,221.6075,4,2023-03-03,2023-12-29,0.25,1.0,True,60+,1 — Uma falha,Baixo Valor,False,False
WCID5350,Gregory Harrison,25,7,3,2490.21,355.7443,4,2023-01-12,2023-11-21,0.4286,1.75,True,18–29,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5351,Steven Decker,84,9,2,2291.42,254.6022,6,2023-03-19,2023-12-02,0.2222,1.5,True,60+,2 — Duas falhas,Alto Valor,False,True
WCID5352,Tyler Johnson,81,9,3,3114.24,346.0267,7,2023-01-08,2023-10-30,0.3333,1.2857,True,60+,3+ — Múltiplas falhas,VIP,False,True
WCID5353,Mandy Ford,81,6,1,2339.97,389.995,4,2023-02-26,2023-12-28,0.1667,1.5,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5354,Mary Hernandez,66,8,1,2619.99,327.4987,7,2023-01-28,2023-12-15,0.125,1.1429,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5355,Rebecca Hughes,82,8,1,2732.72,341.59,4,2023-02-03,2023-10-17,0.125,2.0,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5356,David Garcia,25,5,1,1652.51,330.502,3,2023-04-02,2023-06-16,0.2,1.6667,True,18–29,1 — Uma falha,Médio Valor,False,True
WCID5357,John Bowen,62,4,0,1541.1,385.275,4,2023-05-02,2023-09-04,0.0,1.0,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5358,Linda Gregory,68,11,1,2693.96,244.9055,7,2023-02-24,2023-11-21,0.0909,1.5714,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5359,Amanda Frank,48,10,1,3588.12,358.812,7,2023-02-08,2023-12-12,0.1,1.4286,True,45–59,1 — Uma falha,VIP,False,True
WCID5360,Ryan Jones,51,10,1,2623.76,262.376,4,2023-01-10,2023-11-30,0.1,2.5,True,45–59,1 — Uma falha,Alto Valor,False,True
WCID5361,Kathleen Boone,64,9,2,2329.9,258.8778,7,2023-03-05,2023-12-19,0.2222,1.2857,True,60+,2 — Duas falhas,Alto Valor,False,True
WCID5362,Michael Myers,61,6,1,1593.86,265.6433,5,2023-02-22,2023-12-08,0.1667,1.2,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5363,Michelle Smith,40,13,3,5080.89,390.8377,9,2023-01-26,2023-12-22,0.2308,1.4444,True,30–44,3+ — Múltiplas falhas,VIP,False,True
WCID5364,Frederick Lewis,87,9,0,2456.3,272.9222,7,2023-02-06,2023-12-26,0.0,1.2857,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5365,Travis Carr,23,5,1,1547.52,309.504,5,2023-02-18,2023-10-03,0.2,1.0,True,18–29,1 — Uma falha,Baixo Valor,False,False
WCID5366,Taylor Montoya,48,2,0,667.4,333.7,2,2023-04-04,2023-11-06,0.0,1.0,False,45–59,0 — Sem falha,Baixo Valor,False,False
WCID5367,James Alexander,74,11,1,3589.61,326.3282,8,2023-01-20,2023-12-30,0.0909,1.375,True,60+,1 — Uma falha,VIP,False,True
WCID5368,Angela Cox MD,24,3,0,1375.31,458.4367,3,2023-01-28,2023-11-19,0.0,1.0,False,18–29,0 — Sem falha,Baixo Valor,False,False
WCID5369,Michael Frazier,23,5,2,1829.93,365.986,3,2023-06-16,2023-10-25,0.4,1.6667,True,18–29,2 — Duas falhas,Médio Valor,False,True
WCID5370,Ryan Robertson,43,6,2,1386.07,231.0117,3,2023-01-19,2023-09-25,0.3333,2.0,True,30–44,2 — Duas falhas,Baixo Valor,True,True
WCID5371,Victoria Finley,90,7,0,2174.35,310.6214,6,2023-01-08,2023-11-11,0.0,1.1667,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5372,Paul Edwards,53,6,1,1631.96,271.9933,5,2023-01-13,2023-11-17,0.1667,1.2,True,45–59,1 — Uma falha,Médio Valor,False,False
WCID5373,John Williams,29,7,0,1686.38,240.9114,6,2023-02-06,2023-12-31,0.0,1.1667,False,18–29,0 — Sem falha,Médio Valor,False,False
WCID5374,Brandy Lucero,72,5,2,2151.53,430.306,4,2023-05-16,2023-12-09,0.4,1.25,True,60+,2 — Duas falhas,Médio Valor,False,True
WCID5375,Arthur Garrison,81,4,0,2034.59,508.6475,4,2023-03-21,2023-11-16,0.0,1.0,False,60+,0 — Sem falha,Médio Valor,False,False
WCID5376,Stephanie Roach,19,9,1,2974.41,330.49,5,2023-04-05,2023-10-30,0.1111,1.8,True,18–29,1 — Uma falha,VIP,False,True
WCID5377,Brett White,63,6,1,1574.46,262.41,6,2023-03-01,2023-12-20,0.1667,1.0,True,60+,1 — Uma falha,Baixo Valor,False,False
WCID5378,Michael Miller,80,9,1,2218.01,246.4456,8,2023-04-16,2023-12-31,0.1111,1.125,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5379,Sarah Wright,19,13,2,4887.85,375.9885,9,2023-01-29,2023-12-30,0.1538,1.4444,True,18–29,2 — Duas falhas,VIP,False,True
WCID5380,Joseph Guerrero,60,6,2,2591.02,431.8367,5,2023-01-25,2023-10-25,0.3333,1.2,True,45–59,2 — Duas falhas,Alto Valor,False,True
WCID5381,Victoria Diaz,75,7,1,1827.17,261.0243,7,2023-01-18,2023-11-16,0.1429,1.0,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5382,Taylor Jackson,25,7,1,2041.28,291.6114,6,2023-04-07,2023-12-22,0.1429,1.1667,True,18–29,1 — Uma falha,Médio Valor,False,True
WCID5383,Michael Perry,39,4,0,1047.05,261.7625,4,2023-02-05,2023-07-28,0.0,1.0,False,30–44,0 — Sem falha,Baixo Valor,False,False
WCID5384,Jennifer Mendoza,48,10,3,2923.28,292.328,8,2023-01-22,2023-12-24,0.3,1.25,True,45–59,3+ — Múltiplas falhas,VIP,False,True
WCID5385,Michelle Miller,39,7,1,1966.95,280.9929,5,2023-02-03,2023-08-18,0.1429,1.4,True,30–44,1 — Uma falha,Médio Valor,False,True
WCID5386,Brandon Lee,40,11,2,4095.29,372.2991,8,2023-01-21,2023-12-31,0.1818,1.375,True,30–44,2 — Duas falhas,VIP,False,True
WCID5387,Heidi Dillon,63,7,3,1624.72,232.1029,6,2023-02-01,2023-12-30,0.4286,1.1667,True,60+,3+ — Múltiplas falhas,Médio Valor,False,True
WCID5388,Daniel Parks,32,4,1,262.49,65.6225,3,2023-04-22,2023-12-19,0.25,1.3333,True,30–44,1 — Uma falha,Baixo Valor,False,True
WCID5389,Jose Chapman,68,11,0,2273.46,206.6782,7,2023-01-15,2023-12-23,0.0,1.5714,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5390,James Cohen,74,8,0,1880.72,235.09,5,2023-03-04,2023-10-06,0.0,1.6,False,60+,0 — Sem falha,Médio Valor,False,False
WCID5391,Christian Haynes,56,4,1,1335.43,333.8575,3,2023-01-12,2023-08-12,0.25,1.3333,True,45–59,1 — Uma falha,Baixo Valor,False,True
WCID5392,Ruben Nichols,55,12,2,3680.64,306.72,8,2023-01-02,2023-12-22,0.1667,1.5,True,45–59,2 — Duas falhas,VIP,False,True
WCID5393,Bailey Alexander,39,3,0,764.98,254.9933,3,2023-04-20,2023-10-01,0.0,1.0,False,30–44,0 — Sem falha,Baixo Valor,False,False
WCID5394,Lauren Chapman,51,8,1,1749.3,218.6625,6,2023-02-02,2023-09-01,0.125,1.3333,True,45–59,1 — Uma falha,Médio Valor,False,True
WCID5395,Zachary Bell,68,9,3,2402.52,266.9467,9,2023-01-05,2023-12-03,0.3333,1.0,True,60+,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5396,Sarah Velazquez,83,11,2,2803.86,254.8964,6,2023-01-16,2023-12-21,0.1818,1.8333,True,60+,2 — Duas falhas,Alto Valor,False,True
WCID5397,Joel Gutierrez,27,7,0,1690.29,241.47,6,2023-02-19,2023-12-10,0.0,1.1667,False,18–29,0 — Sem falha,Médio Valor,False,False
WCID5398,Valerie Miranda,65,9,0,2077.68,230.8533,7,2023-01-24,2023-12-21,0.0,1.2857,False,60+,0 — Sem falha,Médio Valor,False,False
WCID5399,Joel Burke,82,10,1,3064.81,306.481,7,2023-02-01,2023-12-23,0.1,1.4286,True,60+,1 — Uma falha,VIP,False,True
WCID5400,Daniel Brown,69,8,1,1867.63,233.4538,6,2023-01-18,2023-10-10,0.125,1.3333,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5401,Tommy Harvey,59,11,1,2831.8,257.4364,7,2023-01-14,2023-12-14,0.0909,1.5714,True,45–59,1 — Uma falha,Alto Valor,False,False
WCID5402,Brandon Parker,82,4,0,1250.49,312.6225,3,2023-01-13,2023-05-16,0.0,1.3333,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5403,Maria Evans,28,9,2,2290.38,254.4867,8,2023-02-18,2023-12-17,0.2222,1.125,True,18–29,2 — Duas falhas,Alto Valor,False,True
WCID5404,Amy Miller,70,11,0,2926.07,266.0064,8,2023-01-16,2023-11-28,0.0,1.375,False,60+,0 — Sem falha,VIP,False,False
WCID5405,Linda Santos,59,10,1,3991.29,399.129,6,2023-01-31,2023-11-24,0.1,1.6667,True,45–59,1 — Uma falha,VIP,False,False
WCID5406,Andrew Gilbert,61,13,0,3366.21,258.9392,8,2023-02-04,2023-12-24,0.0,1.625,False,60+,0 — Sem falha,VIP,False,False
WCID5407,Micheal Powell,57,6,1,1034.17,172.3617,4,2023-01-08,2023-11-25,0.1667,1.5,True,45–59,1 — Uma falha,Baixo Valor,False,True
WCID5408,Omar Barton,27,5,2,1302.41,260.482,5,2023-02-15,2023-11-20,0.4,1.0,True,18–29,2 — Duas falhas,Baixo Valor,False,True
WCID5409,April Hall,31,8,2,1902.35,237.7938,6,2023-02-11,2023-11-26,0.25,1.3333,True,30–44,2 — Duas falhas,Médio Valor,False,True
WCID5410,Christopher Johnson,56,15,3,4082.1,272.14,7,2023-02-10,2023-12-20,0.2,2.1429,True,45–59,3+ — Múltiplas falhas,VIP,False,True
WCID5411,Kylie Evans,79,14,2,4412.83,315.2021,10,2023-01-13,2023-12-22,0.1429,1.4,True,60+,2 — Duas falhas,VIP,False,True
WCID5412,Stephanie Jennings,57,5,2,1209.84,241.968,4,2023-01-11,2023-10-04,0.4,1.25,True,45–59,2 — Duas falhas,Baixo Valor,False,True
WCID5413,Heidi Taylor,71,6,1,1320.36,220.06,4,2023-01-06,2023-11-18,0.1667,1.5,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5414,Melissa Brown,84,10,2,2748.64,274.864,6,2023-01-26,2023-10-17,0.2,1.6667,True,60+,2 — Duas falhas,Alto Valor,False,True
WCID5415,Heather Graham,44,4,0,691.16,172.79,3,2023-02-09,2023-07-08,0.0,1.3333,False,30–44,0 — Sem falha,Baixo Valor,False,False
WCID5416,Lisa Silva,80,9,2,2649.95,294.4389,6,2023-03-17,2023-11-06,0.2222,1.5,True,60+,2 — Duas falhas,Alto Valor,False,True
WCID5417,Carol Wallace,59,8,0,2504.23,313.0288,6,2023-02-11,2023-12-04,0.0,1.3333,False,45–59,0 — Sem falha,Alto Valor,False,False
WCID5418,Tiffany Shelton,74,9,1,2620.78,291.1978,7,2023-01-29,2023-12-18,0.1111,1.2857,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5419,Stephen Garcia,64,6,1,791.08,131.8467,3,2023-06-26,2023-12-24,0.1667,2.0,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5420,Denise Stevens,66,6,1,1292.81,215.4683,6,2023-01-29,2023-11-12,0.1667,1.0,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5421,Megan James,76,4,0,1180.09,295.0225,3,2023-06-02,2023-12-22,0.0,1.3333,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5422,Mrs. Rachel Mcpherson,69,6,0,2403.95,400.6583,6,2023-01-19,2023-11-26,0.0,1.0,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5423,Tiffany Ryan,54,10,2,3053.6,305.36,6,2023-03-16,2023-09-20,0.2,1.6667,True,45–59,2 — Duas falhas,VIP,False,True
WCID5424,Theodore Li,52,8,0,1563.12,195.39,7,2023-02-09,2023-12-31,0.0,1.1429,False,45–59,0 — Sem falha,Baixo Valor,False,False
WCID5425,Anthony Mejia,56,6,0,1113.04,185.5067,5,2023-04-05,2023-11-16,0.0,1.2,False,45–59,0 — Sem falha,Baixo Valor,False,False
WCID5426,Mark Avila,47,9,1,3808.16,423.1289,5,2023-01-26,2023-12-06,0.1111,1.8,True,45–59,1 — Uma falha,VIP,False,True
WCID5427,Nicholas Burns,48,5,1,1783.9,356.78,4,2023-02-28,2023-12-11,0.2,1.25,True,45–59,1 — Uma falha,Médio Valor,False,True
WCID5428,Matthew Marquez,63,8,1,2239.66,279.9575,6,2023-01-01,2023-12-21,0.125,1.3333,True,60+,1 — Uma falha,Alto Valor,False,False
WCID5429,Ralph Dunn,39,3,0,1100.83,366.9433,3,2023-02-18,2023-11-14,0.0,1.0,False,30–44,0 — Sem falha,Baixo Valor,False,False
WCID5430,Denise Thornton,69,5,1,1171.25,234.25,4,2023-05-01,2023-09-04,0.2,1.25,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5431,Alexandria Grimes,61,7,1,2206.13,315.1614,6,2023-01-05,2023-11-18,0.1429,1.1667,True,60+,1 — Uma falha,Alto Valor,False,False
WCID5432,Mrs. Holly Gallegos,83,5,1,1880.59,376.118,4,2023-05-03,2023-12-08,0.2,1.25,True,60+,1 — Uma falha,Médio Valor,False,False
WCID5433,Laura Daniels,70,7,1,1323.09,189.0129,7,2023-02-22,2023-11-27,0.1429,1.0,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5434,April Church,41,9,1,2534.76,281.64,7,2023-02-15,2023-12-28,0.1111,1.2857,True,30–44,1 — Uma falha,Alto Valor,False,True
WCID5435,Sandra Walter,28,6,1,1158.08,193.0133,5,2023-01-24,2023-12-07,0.1667,1.2,True,18–29,1 — Uma falha,Baixo Valor,False,False
WCID5436,Cody Miles,53,10,2,2246.32,224.632,7,2023-01-02,2023-11-26,0.2,1.4286,True,45–59,2 — Duas falhas,Alto Valor,False,True
WCID5437,William Gibson,39,3,1,646.43,215.4767,3,2023-01-18,2023-11-07,0.3333,1.0,True,30–44,1 — Uma falha,Baixo Valor,False,False
WCID5438,Jackie Walker,33,9,1,3152.06,350.2289,6,2023-01-23,2023-08-04,0.1111,1.5,True,30–44,1 — Uma falha,VIP,True,False
WCID5439,Zachary Thompson,71,6,3,2281.74,380.29,4,2023-01-14,2023-12-05,0.5,1.5,True,60+,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5440,Stephen Morrison,68,5,0,1285.24,257.048,5,2023-02-02,2023-10-25,0.0,1.0,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5441,Michael Mcintosh,84,5,0,1382.86,276.572,2,2023-01-14,2023-10-24,0.0,2.5,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5442,John Bell,34,6,2,1424.23,237.3717,6,2023-03-27,2023-12-31,0.3333,1.0,True,30–44,2 — Duas falhas,Baixo Valor,False,True
WCID5443,Gregory Vega,30,5,0,1081.73,216.346,4,2023-01-04,2023-07-29,0.0,1.25,False,18–29,0 — Sem falha,Baixo Valor,False,False
WCID5444,Hannah Weber,52,5,1,1601.37,320.274,3,2023-03-20,2023-07-11,0.2,1.6667,True,45–59,1 — Uma falha,Baixo Valor,False,True
WCID5445,Johnathan Campbell,64,12,0,3438.44,286.5367,8,2023-01-28,2023-11-30,0.0,1.5,False,60+,0 — Sem falha,VIP,False,False
WCID5446,Andrew Shaw,70,12,1,3617.58,301.465,7,2023-04-11,2023-12-07,0.0833,1.7143,True,60+,1 — Uma falha,VIP,False,True
WCID5447,Larry Patterson,25,5,0,1160.19,232.038,5,2023-05-30,2023-11-18,0.0,1.0,False,18–29,0 — Sem falha,Baixo Valor,False,False
WCID5448,Hannah Hicks,55,6,1,1730.86,288.4767,5,2023-07-21,2023-12-03,0.1667,1.2,True,45–59,1 — Uma falha,Médio Valor,False,True
WCID5449,Mrs. Brenda Wilson,79,6,1,2059.3,343.2167,5,2023-06-05,2023-12-02,0.1667,1.2,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5450,David Kline,49,6,0,1850.32,308.3867,5,2023-01-12,2023-09-14,0.0,1.2,False,45–59,0 — Sem falha,Médio Valor,False,False
WCID5451,Andrew Hogan,86,9,0,2183.89,242.6544,7,2023-03-16,2023-12-03,0.0,1.2857,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5452,Becky Williams,77,10,0,2245.1,224.51,6,2023-01-13,2023-09-16,0.0,1.6667,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5453,Candice Turner,57,5,0,1563.36,312.672,5,2023-03-07,2023-12-16,0.0,1.0,False,45–59,0 — Sem falha,Baixo Valor,False,False
WCID5454,Travis Foster,78,8,1,1565.81,195.7262,5,2023-02-02,2023-12-11,0.125,1.6,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5455,Hannah Hernandez,56,5,1,1352.71,270.542,5,2023-04-21,2023-11-29,0.2,1.0,True,45–59,1 — Uma falha,Baixo Valor,False,True
WCID5456,Alexis Stewart,55,8,1,1804.77,225.5962,5,2023-02-10,2023-12-23,0.125,1.6,True,45–59,1 — Uma falha,Médio Valor,False,True
WCID5457,Tonya Webb,52,10,2,3465.0,346.5,8,2023-01-01,2023-12-03,0.2,1.25,True,45–59,2 — Duas falhas,VIP,False,True
WCID5458,William Pineda,84,7,2,2069.47,295.6386,6,2023-03-29,2023-11-16,0.2857,1.1667,True,60+,2 — Duas falhas,Médio Valor,False,True
WCID5459,Shannon Romero,69,12,3,4315.49,359.6242,7,2023-01-03,2023-12-25,0.25,1.7143,True,60+,3+ — Múltiplas falhas,VIP,False,True
WCID5460,April Butler,77,12,2,3901.68,325.14,7,2023-01-04,2023-12-29,0.1667,1.7143,True,60+,2 — Duas falhas,VIP,False,True
WCID5461,Susan Mccoy,68,4,1,666.64,166.66,3,2023-02-01,2023-12-28,0.25,1.3333,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5462,Lacey Jackson,80,7,1,2398.58,342.6543,5,2023-01-01,2023-10-04,0.1429,1.4,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5463,Cheryl Simmons,21,13,0,5400.31,415.4085,7,2023-01-27,2023-11-11,0.0,1.8571,False,18–29,0 — Sem falha,VIP,False,False
WCID5464,Francisco Parrish,36,6,3,4161.63,693.605,4,2023-01-06,2023-11-07,0.5,1.5,True,30–44,3+ — Múltiplas falhas,VIP,False,True
WCID5465,Margaret Fleming,60,7,1,1421.85,203.1214,6,2023-03-02,2023-12-13,0.1429,1.1667,True,45–59,1 — Uma falha,Baixo Valor,False,True
WCID5466,Stacey Howe,53,7,0,2884.98,412.14,6,2023-02-01,2023-12-23,0.0,1.1667,False,45–59,0 — Sem falha,VIP,False,False
WCID5467,Leah James,25,5,1,1637.7,327.54,5,2023-01-02,2023-12-03,0.2,1.0,True,18–29,1 — Uma falha,Médio Valor,False,True
WCID5468,Robert Barnes,22,9,1,2603.43,289.27,6,2023-02-11,2023-11-30,0.1111,1.5,True,18–29,1 — Uma falha,Alto Valor,False,True
WCID5469,Mark Martinez,68,3,0,999.78,333.26,3,2023-01-23,2023-08-25,0.0,1.0,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5470,Nichole Vasquez,62,12,2,3315.0,276.25,9,2023-01-15,2023-11-30,0.1667,1.3333,True,60+,2 — Duas falhas,VIP,False,True
WCID5471,Marie Conner,73,10,1,2925.43,292.543,9,2023-02-07,2023-12-25,0.1,1.1111,True,60+,1 — Uma falha,VIP,False,True
WCID5472,Amy Thompson,57,10,3,3139.25,313.925,8,2023-01-31,2023-12-23,0.3,1.25,True,45–59,3+ — Múltiplas falhas,VIP,False,True
WCID5473,Megan Davis,63,7,0,1974.09,282.0129,7,2023-02-25,2023-11-20,0.0,1.0,False,60+,0 — Sem falha,Médio Valor,False,False
WCID5474,Paige Wilson,43,8,3,2344.08,293.01,5,2023-02-09,2023-10-07,0.375,1.6,True,30–44,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5475,Marvin Stokes,75,8,0,1683.11,210.3888,6,2023-01-06,2023-12-15,0.0,1.3333,False,60+,0 — Sem falha,Médio Valor,False,False
WCID5476,Louis Baker,33,14,0,3184.97,227.4979,9,2023-01-07,2023-12-29,0.0,1.5556,False,30–44,0 — Sem falha,VIP,False,False
WCID5477,Sarah Benjamin,76,9,0,2305.81,256.2011,7,2023-01-31,2023-11-15,0.0,1.2857,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5478,Chad Strong,78,13,2,3131.1,240.8538,7,2023-01-07,2023-12-29,0.1538,1.8571,True,60+,2 — Duas falhas,VIP,False,True
WCID5479,Christopher Banks,46,6,0,2088.46,348.0767,5,2023-01-15,2023-11-03,0.0,1.2,False,45–59,0 — Sem falha,Médio Valor,False,False
WCID5480,Olivia West,83,10,1,2494.49,249.449,6,2023-01-24,2023-12-29,0.1,1.6667,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5481,Colin Stephenson,73,8,1,1915.91,239.4888,7,2023-01-01,2023-12-16,0.125,1.1429,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5482,Sarah Saunders,52,6,0,1600.91,266.8183,5,2023-01-19,2023-10-28,0.0,1.2,False,45–59,0 — Sem falha,Baixo Valor,False,False
WCID5483,Dr. Dana Bowen,59,1,0,342.68,342.68,1,2023-08-12,2023-08-12,0.0,1.0,False,45–59,0 — Sem falha,Baixo Valor,False,False
WCID5484,Melvin Carson,35,7,1,1667.47,238.21,6,2023-01-24,2023-10-27,0.1429,1.1667,True,30–44,1 — Uma falha,Médio Valor,False,True
WCID5485,Anthony Bender DVM,39,3,0,815.89,271.9633,3,2023-04-20,2023-08-01,0.0,1.0,False,30–44,0 — Sem falha,Baixo Valor,False,False
WCID5486,Norman Coffey,23,7,2,2478.71,354.1014,5,2023-03-04,2023-12-04,0.2857,1.4,True,18–29,2 — Duas falhas,Alto Valor,False,True
WCID5487,Joshua Mccoy,31,2,1,334.07,167.035,2,2023-01-31,2023-02-16,0.5,1.0,True,30–44,1 — Uma falha,Baixo Valor,True,False
WCID5488,Amy Owens,29,9,1,3094.72,343.8578,4,2023-02-04,2023-08-31,0.1111,2.25,True,18–29,1 — Uma falha,VIP,False,True
WCID5489,Joshua Cunningham,75,9,1,2706.1,300.6778,7,2023-02-26,2023-12-13,0.1111,1.2857,True,60+,1 — Uma falha,Alto Valor,False,True
WCID5490,Brooke Hines,41,7,1,1348.83,192.69,4,2023-03-03,2023-11-29,0.1429,1.75,True,30–44,1 — Uma falha,Baixo Valor,False,True
WCID5491,Kara Kline,62,10,2,3745.32,374.532,7,2023-01-10,2023-11-30,0.2,1.4286,True,60+,2 — Duas falhas,VIP,False,True
WCID5492,Mike Kennedy,19,10,0,2510.25,251.025,6,2023-01-18,2023-11-22,0.0,1.6667,False,18–29,0 — Sem falha,Alto Valor,False,False
WCID5493,Patricia Fitzgerald,34,11,0,3146.72,286.0655,6,2023-04-29,2023-12-26,0.0,1.8333,False,30–44,0 — Sem falha,VIP,False,False
WCID5494,Megan Peterson,38,7,2,1633.18,233.3114,4,2023-02-05,2023-11-12,0.2857,1.75,True,30–44,2 — Duas falhas,Médio Valor,False,True
WCID5495,Jason Smith,24,5,1,1545.75,309.15,5,2023-02-24,2023-10-29,0.2,1.0,True,18–29,1 — Uma falha,Baixo Valor,False,True
WCID5496,Rose Baldwin,60,5,1,668.08,133.616,5,2023-01-26,2023-12-11,0.2,1.0,True,45–59,1 — Uma falha,Baixo Valor,False,True
WCID5497,Melissa Pittman,58,14,1,2804.33,200.3093,8,2023-01-17,2023-11-09,0.0714,1.75,True,45–59,1 — Uma falha,Alto Valor,False,True
WCID5498,Sarah Salas MD,89,5,0,1432.8,286.56,5,2023-02-16,2023-12-28,0.0,1.0,False,60+,0 — Sem falha,Baixo Valor,False,False
WCID5499,Julie Evans,62,8,3,3335.12,416.89,7,2023-01-11,2023-12-12,0.375,1.1429,True,60+,3+ — Múltiplas falhas,VIP,False,True
WCID5500,Kyle Trujillo,32,8,2,1859.65,232.4562,6,2023-02-03,2023-11-18,0.25,1.3333,True,30–44,2 — Duas falhas,Médio Valor,False,True
WCID5501,Charles Foster,55,13,0,2875.53,221.1946,6,2023-06-04,2023-12-04,0.0,2.1667,False,45–59,0 — Sem falha,VIP,False,False
WCID5502,Lori Hanson,60,6,0,1044.7,174.1167,4,2023-05-02,2023-12-15,0.0,1.5,False,45–59,0 — Sem falha,Baixo Valor,False,False
WCID5503,Marvin Flowers,79,9,1,1785.43,198.3811,7,2023-02-17,2023-09-10,0.1111,1.2857,True,60+,1 — Uma falha,Médio Valor,False,True
WCID5504,Denise Evans,28,11,0,3133.99,284.9082,9,2023-01-24,2023-11-30,0.0,1.2222,False,18–29,0 — Sem falha,VIP,False,False
WCID5505,Catherine Hill,26,11,4,2322.54,211.14,8,2023-01-13,2023-12-27,0.3636,1.375,True,18–29,3+ — Múltiplas falhas,Alto Valor,False,True
WCID5506,Cynthia Williams,47,5,1,2224.02,444.804,4,2023-07-24,2023-12-14,0.2,1.25,True,45–59,1 — Uma falha,Alto Valor,False,True
WCID5507,Amy Watson,40,7,2,3020.27,431.4671,5,2023-01-26,2023-09-29,0.2857,1.4,True,30–44,2 — Duas falhas,VIP,False,True
WCID5508,Darin Lawrence,54,8,1,2078.83,259.8538,5,2023-02-21,2023-12-30,0.125,1.6,True,45–59,1 — Uma falha,Médio Valor,False,True
WCID5509,Michelle Lopez,74,6,0,2180.46,363.41,5,2023-03-01,2023-12-28,0.0,1.2,False,60+,0 — Sem falha,Alto Valor,False,False
WCID5510,James Patton,54,7,0,1882.28,268.8971,5,2023-05-26,2023-09-14,0.0,1.4,False,45–59,0 — Sem falha,Médio Valor,False,False
WCID5511,David Hicks,89,13,4,2948.17,226.7823,9,2023-01-16,2023-12-28,0.3077,1.4444,True,60+,3+ — Múltiplas falhas,VIP,False,True
WCID5512,Jessica Jackson,35,8,1,2684.52,335.565,5,2023-03-02,2023-10-24,0.125,1.6,True,30–44,1 — Uma falha,Alto Valor,False,True
WCID5513,Phillip Castro,77,4,1,883.6,220.9,4,2023-06-10,2023-09-19,0.25,1.0,True,60+,1 — Uma falha,Baixo Valor,False,True
WCID5514,Mr. Eric Richards,35,9,1,2248.83,249.87,7,2023-02-17,2023-10-23,0.1111,1.2857,True,30–44,1 — Uma falha,Alto Valor,False,True
WCID5515,William Collins,39,7,1,1919.45,274.2071,6,2023-01-26,2023-12-09,0.1429,1.1667,True,30–44,1 — Uma falha,Médio Valor,False,True
