driver_id,driver_name,total_deliveries,total_failures,hist_failure_rate,total_revenue,avg_ticket,trips,driver_age,exp_tier,rate_h1,rate_h2,delta_h1_h2,improved_h1_h2,consistency_cv,months_active,intervention_quadrant,estimated_failure_cost,risk_flag
WDID10229,Jason Hoover,7,0,0.0,1503.73,214.8186,78,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10230,Nicole Grimes,7,0,0.0,1670.18,238.5971,68,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10231,Emily Tyler,7,0,0.0,1879.88,268.5543,53,20,Experiente (51+ trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10232,Sarah Mccormick,7,0,0.0,1265.2,180.7429,16,20,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10233,Kathy Pope,7,0,0.0,1789.11,255.5871,36,20,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10234,Melinda Parker,7,0,0.0,1657.19,236.7414,52,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10235,Michelle Rojas,7,0,0.0,1538.0,219.7143,42,20,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10236,Katherine Howard,7,0,0.0,2056.24,293.7486,13,20,Novato (≤25 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10237,Alicia Day,7,0,0.0,2041.18,291.5971,73,20,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10238,Beverly Bennett,7,0,0.0,2291.51,327.3586,15,20,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10239,Rachel Miller,7,0,0.0,1927.41,275.3443,70,21,Experiente (51+ trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10240,Debra Tyler,7,0,0.0,1834.91,262.13,71,21,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10241,Mathew Ward,7,0,0.0,1449.35,207.05,21,21,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10242,Rebekah Campbell,7,0,0.0,1337.89,191.1271,78,21,Experiente (51+ trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10243,Sandra Shannon,7,0,0.0,1536.42,219.4886,38,21,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10244,David Cisneros,7,0,0.0,2480.04,354.2914,70,21,Experiente (51+ trips),,,,,0.0,3,Referência — Boas Práticas,0.0,False
WDID10245,William Ballard,11,4,0.3636,3417.66,310.6964,46,21,Intermediário (26–50 trips),0.5,0.2,-0.3,True,1.111,7,Instável — Coaching,283.3022,True
WDID10246,Samantha Burns,11,4,0.3636,4064.96,369.5418,63,21,Experiente (51+ trips),0.4,0.3333,-0.0667,True,1.466,8,Instável — Coaching,283.3022,True
WDID10247,Sandra Ochoa,11,4,0.3636,3566.0,324.1818,76,21,Experiente (51+ trips),0.0,0.6667,0.6667,False,1.38,8,Instável — Coaching,283.3022,True
WDID10248,Victoria Adams,11,4,0.3636,3764.19,342.1991,61,21,Experiente (51+ trips),,,,,1.243,8,Instável — Coaching,283.3022,True
WDID10249,Michael Martin,11,4,0.3636,3546.84,322.44,78,21,Experiente (51+ trips),,,,,1.133,8,Instável — Coaching,283.3022,True
WDID10250,Jared Campos,11,4,0.3636,2815.52,255.9564,24,21,Novato (≤25 trips),0.3333,0.4,0.0667,False,1.182,8,Instável — Coaching,283.3022,True
WDID10251,Jennifer Solis,11,4,0.3636,2365.3,215.0273,63,21,Experiente (51+ trips),,,,,1.5,9,Instável — Coaching,283.3022,True
WDID10252,Timothy Humphrey,11,4,0.3636,2243.75,203.9773,39,21,Intermediário (26–50 trips),0.3333,0.4,0.0667,False,1.182,8,Instável — Coaching,283.3022,True
WDID10253,Kenneth Hess,11,4,0.3636,2798.79,254.4355,53,21,Experiente (51+ trips),,,,,1.414,8,Instável — Coaching,283.3022,True
WDID10254,Sylvia Reed,11,4,0.3636,3465.87,315.0791,33,21,Intermediário (26–50 trips),0.6,0.1667,-0.4333,True,1.133,8,Instável — Coaching,283.3022,True
WDID10255,Matthew Miller,11,4,0.3636,3101.01,281.91,20,21,Novato (≤25 trips),0.6,0.1667,-0.4333,True,1.247,7,Instável — Coaching,283.3022,True
WDID10256,Jennifer Brown,11,4,0.3636,3234.17,294.0155,61,21,Experiente (51+ trips),,,,,1.129,6,Instável — Coaching,283.3022,True
WDID10257,Paul Lyons,11,4,0.3636,4126.43,375.13,29,21,Intermediário (26–50 trips),,,,,1.466,8,Instável — Coaching,283.3022,True
WDID10258,Christopher Williams,11,4,0.3636,3070.74,279.1582,33,21,Intermediário (26–50 trips),0.4,0.3333,-0.0667,True,1.111,7,Instável — Coaching,283.3022,True
WDID10259,James Jones,7,0,0.0,1716.96,245.28,26,21,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10260,Eric Morse,7,0,0.0,1464.53,209.2186,20,21,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10261,Shannon Juarez,7,0,0.0,1909.46,272.78,50,21,Intermediário (26–50 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10262,Alyssa Higgins,7,0,0.0,1830.93,261.5614,14,21,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10263,Dr. Matthew Hines,7,0,0.0,2366.68,338.0971,31,21,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10264,Brian Adams,7,0,0.0,1877.38,268.1971,47,21,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10265,Robert Nixon,7,0,0.0,1981.78,283.1114,23,21,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10266,Laurie Cameron,7,0,0.0,1538.23,219.7471,36,21,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10267,Miss Christina Friedman,7,0,0.0,1878.23,268.3186,53,21,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10268,Samuel Baker,7,0,0.0,2016.52,288.0743,20,21,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10269,Leslie Leonard,7,0,0.0,1613.58,230.5114,13,21,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10270,Katherine Lowe,7,0,0.0,1414.75,202.1071,35,21,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10271,Christopher Valentine,7,0,0.0,2050.09,292.87,21,21,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10272,Jerry Norris,7,0,0.0,1948.46,278.3514,70,21,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10273,Robert Johnson,7,0,0.0,1859.18,265.5971,23,21,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10274,Ryan Hill,7,0,0.0,1573.09,224.7271,35,21,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10275,Eric Koch,7,0,0.0,1394.36,199.1943,70,21,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10276,Perry Silva,7,0,0.0,2037.05,291.0071,34,21,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10277,Sarah Ferguson,7,0,0.0,1730.54,247.22,21,21,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10278,Veronica Conley,7,0,0.0,1963.16,280.4514,51,21,Experiente (51+ trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10279,Caitlin Smith,7,0,0.0,1450.43,207.2043,46,21,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10280,Jaclyn Martin,7,0,0.0,1337.6,191.0857,67,21,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10281,Seth Martinez,7,0,0.0,1417.82,202.5457,51,21,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10282,Brittany Morgan,7,0,0.0,2173.49,310.4986,76,19,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10283,Mark Mason,7,0,0.0,2517.85,359.6929,11,21,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10284,Kyle Davis,7,0,0.0,1444.38,206.34,54,21,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10285,Jason Lee,7,0,0.0,1440.55,205.7929,40,21,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10286,Jasmine Smith,7,0,0.0,2006.87,286.6957,74,21,Experiente (51+ trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10287,Amber Murray,7,0,0.0,1737.01,248.1443,39,21,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10288,James Moran,7,0,0.0,2324.91,332.13,50,21,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10289,Darrell Mcmillan,7,0,0.0,2457.6,351.0857,63,21,Experiente (51+ trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10290,Sandra Lane,7,0,0.0,2260.14,322.8771,45,21,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10291,Rachel Bautista,7,0,0.0,2307.11,329.5871,74,21,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10292,Jerry Kirk,7,0,0.0,2305.44,329.3486,58,21,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10293,Rebecca Hall MD,7,0,0.0,1936.72,276.6743,64,21,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10294,Elizabeth Cox,7,0,0.0,2471.1,353.0143,70,21,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10295,Sean Johnson,7,0,0.0,1768.39,252.6271,66,21,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10296,Toni Obrien,7,0,0.0,1392.35,198.9071,50,22,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10297,Anthony Thomas,7,0,0.0,1864.4,266.3429,65,22,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10298,Stephanie Archer,7,0,0.0,2448.84,349.8343,14,22,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10299,Amber Anderson,7,0,0.0,2186.99,312.4271,20,22,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10300,Elizabeth Rivera,7,0,0.0,2137.67,305.3814,22,22,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10301,Steven Harris,7,0,0.0,1785.11,255.0157,52,22,Experiente (51+ trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10302,James Stephenson,7,0,0.0,1995.11,285.0157,34,22,Intermediário (26–50 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10303,Mary Gutierrez,7,0,0.0,1952.2,278.8857,67,22,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10304,Wayne Valenzuela,7,0,0.0,3103.78,443.3971,23,22,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10305,Charles Fields,7,0,0.0,2109.84,301.4057,77,22,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10306,Jacob Rivera,7,0,0.0,1896.14,270.8771,23,22,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10307,Russell Lewis,7,0,0.0,1875.45,267.9214,72,22,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10308,Brian Williams,7,0,0.0,1756.29,250.8986,39,19,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10309,Jessica Acosta,11,4,0.3636,3246.7,295.1545,12,22,Novato (≤25 trips),,,,,1.111,7,Instável — Coaching,283.3022,True
WDID10310,Teresa Trujillo,11,4,0.3636,2500.58,227.3255,50,22,Intermediário (26–50 trips),,,,,0.903,6,Instável — Coaching,283.3022,True
WDID10311,Caleb Martinez,11,4,0.3636,2788.91,253.5373,57,22,Experiente (51+ trips),0.4,0.3333,-0.0667,True,1.377,7,Instável — Coaching,283.3022,True
WDID10312,Toni Carter DDS,11,4,0.3636,2793.34,253.94,68,22,Experiente (51+ trips),,,,,1.133,8,Instável — Coaching,283.3022,True
WDID10313,Nathan Price,11,4,0.3636,4059.51,369.0464,29,22,Intermediário (26–50 trips),0.3333,0.4,0.0667,False,1.249,9,Instável — Coaching,283.3022,True
WDID10314,Joshua Barrett,11,4,0.3636,3063.97,278.5427,38,22,Intermediário (26–50 trips),0.1667,0.6,0.4333,False,1.31,6,Instável — Coaching,283.3022,True
WDID10315,Courtney Smith,11,4,0.3636,2854.52,259.5018,60,22,Experiente (51+ trips),0.6,0.1667,-0.4333,True,1.47,7,Instável — Coaching,283.3022,True
WDID10316,Jasmine Higgins,11,4,0.3636,3114.13,283.1027,39,22,Intermediário (26–50 trips),0.2,0.5,0.3,False,1.058,7,Instável — Coaching,283.3022,True
WDID10317,Stephen Walls,11,4,0.3636,2966.48,269.68,11,22,Novato (≤25 trips),,,,,1.377,7,Instável — Coaching,283.3022,True
WDID10318,Jason Young,11,4,0.3636,3994.55,363.1409,16,22,Novato (≤25 trips),0.2,0.5,0.3,False,1.05,7,Instável — Coaching,283.3022,True
WDID10319,Cynthia Thomas,11,4,0.3636,3162.64,287.5127,40,22,Intermediário (26–50 trips),0.3333,0.4,0.0667,False,0.803,6,Instável — Coaching,283.3022,True
WDID10320,Amanda Bennett,11,4,0.3636,2944.31,267.6645,21,22,Novato (≤25 trips),,,,,1.182,8,Instável — Coaching,283.3022,True
WDID10321,Crystal Ellis,11,4,0.3636,2679.47,243.5882,21,22,Novato (≤25 trips),,,,,1.38,8,Instável — Coaching,283.3022,True
WDID10322,Dana Ferguson,11,4,0.3636,2551.77,231.9791,40,22,Intermediário (26–50 trips),,,,,1.19,8,Instável — Coaching,283.3022,True
WDID10323,Edward Moore,11,4,0.3636,3355.15,305.0136,19,22,Novato (≤25 trips),0.8,0.0,-0.8,True,1.0,7,Instável — Coaching,283.3022,True
WDID10324,Glenda Johnson,11,4,0.3636,3654.48,332.2255,40,22,Intermediário (26–50 trips),,,,,1.133,8,Instável — Coaching,283.3022,True
WDID10325,Kimberly Townsend,11,4,0.3636,3013.58,273.9618,54,22,Experiente (51+ trips),0.6667,0.0,-0.6667,True,1.247,7,Instável — Coaching,283.3022,True
WDID10326,Brittany Daniel,11,4,0.3636,4316.92,392.4473,41,22,Intermediário (26–50 trips),,,,,1.069,8,Instável — Coaching,283.3022,True
WDID10327,Cindy Mahoney,7,0,0.0,2367.52,338.2171,65,22,Experiente (51+ trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10328,Dennis Forbes,7,0,0.0,2249.46,321.3514,24,22,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10329,Juan Melendez,7,0,0.0,2015.95,287.9929,25,22,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10330,Cindy King,7,0,0.0,2712.49,387.4986,28,22,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10331,Julia Cunningham,7,0,0.0,1845.66,263.6657,74,22,Experiente (51+ trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10332,Brittney King MD,7,0,0.0,1891.48,270.2114,67,22,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10333,Jose Solomon,7,0,0.0,1940.35,277.1929,76,23,Experiente (51+ trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10334,Amber Robinson,7,0,0.0,2121.08,303.0114,36,23,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10335,William Alexander,7,0,0.0,1745.31,249.33,60,23,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10336,Kevin Anderson,7,0,0.0,1616.61,230.9443,28,23,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10337,Cynthia Mckinney,7,0,0.0,1657.93,236.8471,11,23,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10338,George Morgan,7,0,0.0,1655.5,236.5,74,23,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10339,Daniel Wolf,7,0,0.0,1603.31,229.0443,38,23,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10340,Jennifer Chen,7,0,0.0,1522.02,217.4314,75,23,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10341,Michael Kim,7,0,0.0,1647.38,235.34,65,23,Experiente (51+ trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10342,Matthew Morgan PhD,7,0,0.0,1539.03,219.8614,15,23,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10343,Jose Williams,7,0,0.0,1737.79,248.2557,24,23,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10344,Jodi Gutierrez,7,0,0.0,1720.29,245.7557,59,23,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10345,Tina Schneider,7,0,0.0,1265.71,180.8157,62,23,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10346,Laura Johnson,7,0,0.0,1309.49,187.07,41,23,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10347,Jennifer Drake,7,0,0.0,1546.34,220.9057,22,23,Novato (≤25 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10348,Phillip Wallace,7,0,0.0,1415.2,202.1714,37,23,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10349,David Drake,7,0,0.0,2480.21,354.3157,68,23,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10350,James Gates,7,0,0.0,2657.03,379.5757,37,23,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10351,Matthew Davis,7,0,0.0,2295.14,327.8771,19,23,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10352,David Davis,7,0,0.0,2026.15,289.45,50,23,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10353,Mr. Michael Brown,7,0,0.0,2146.31,306.6157,58,23,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10354,Allison Davis,7,0,0.0,2044.24,292.0343,63,23,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10355,Stacy Blackburn,11,4,0.3636,3443.36,313.0327,78,23,Experiente (51+ trips),,,,,1.269,7,Instável — Coaching,283.3022,True
WDID10356,Christina Bowers,11,4,0.3636,2778.24,252.5673,37,23,Intermediário (26–50 trips),,,,,1.025,6,Instável — Coaching,283.3022,True
WDID10357,Michelle Owen,11,4,0.3636,3072.02,279.2745,48,23,Intermediário (26–50 trips),,,,,1.029,6,Instável — Coaching,283.3022,True
WDID10358,Nancy Snyder,11,4,0.3636,3050.76,277.3418,14,23,Novato (≤25 trips),,,,,1.335,7,Instável — Coaching,283.3022,True
WDID10359,Dustin Wood,11,4,0.3636,4342.19,394.7445,57,23,Experiente (51+ trips),,,,,1.03,6,Instável — Coaching,283.3022,True
WDID10360,Alyssa Walker,7,0,0.0,2216.96,316.7086,40,23,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10361,Jason Allen,7,0,0.0,2197.15,313.8786,38,23,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10362,Courtney Castillo,7,0,0.0,1749.86,249.98,35,23,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10363,Karen Warner,7,0,0.0,1829.75,261.3929,35,23,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10364,Rebecca Robinson,7,0,0.0,2630.64,375.8057,29,23,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10365,Carl Blair,7,0,0.0,1564.08,223.44,39,23,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10366,Curtis Suarez,7,0,0.0,1954.36,279.1943,59,23,Experiente (51+ trips),,,,,0.0,3,Referência — Boas Práticas,0.0,False
WDID10367,Benjamin Cordova,7,0,0.0,1843.88,263.4114,27,23,Intermediário (26–50 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10368,Brenda Palmer,7,0,0.0,1965.43,280.7757,61,23,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10369,Christine Smith,7,0,0.0,1874.1,267.7286,42,23,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10370,Ann Allen,7,0,0.0,1776.67,253.81,60,23,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10371,Joseph Lam,7,0,0.0,2054.68,293.5257,17,23,Novato (≤25 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10372,Erin Martinez,7,0,0.0,1524.89,217.8414,28,24,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10373,Tracy Henderson,7,0,0.0,1839.74,262.82,46,24,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10374,Jeffery Long,7,0,0.0,1522.65,217.5214,77,24,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10375,David Hanson,7,0,0.0,1323.67,189.0957,60,24,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10376,Erik Johnson,7,0,0.0,1832.45,261.7786,36,24,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10377,Walter Reed,7,0,0.0,1964.26,280.6086,41,24,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10378,Natasha Walker,7,0,0.0,2016.23,288.0329,33,24,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10379,Cathy Bailey,7,0,0.0,2310.45,330.0643,73,24,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10380,Donald Gregory,7,0,0.0,1758.03,251.1471,69,24,Experiente (51+ trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10381,Jasmine Savage,7,0,0.0,1388.49,198.3557,38,24,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10382,Brandon Garza,7,0,0.0,1709.03,244.1471,62,24,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10383,Douglas Young,7,0,0.0,2256.32,322.3314,60,24,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10384,Lisa Jackson,7,0,0.0,2306.96,329.5657,43,24,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10385,Miss Gabrielle Gray,7,0,0.0,1869.45,267.0643,32,24,Intermediário (26–50 trips),,,,,0.0,7,Referência — Boas Práticas,0.0,False
WDID10386,Dennis Robinson MD,11,4,0.3636,4213.52,383.0473,15,24,Novato (≤25 trips),,,,,1.414,8,Instável — Coaching,283.3022,True
WDID10387,Dalton Rogers,11,4,0.3636,3462.96,314.8145,27,24,Intermediário (26–50 trips),,,,,1.133,8,Instável — Coaching,283.3022,True
WDID10388,Damon Bailey,11,4,0.3636,3000.81,272.8009,75,24,Experiente (51+ trips),,,,,1.55,8,Instável — Coaching,283.3022,True
WDID10389,Megan Smith,11,4,0.3636,1984.01,180.3645,64,24,Experiente (51+ trips),,,,,1.291,10,Instável — Coaching,283.3022,True
WDID10390,Maria Spears,11,4,0.3636,2987.91,271.6282,15,24,Novato (≤25 trips),,,,,1.355,10,Instável — Coaching,283.3022,True
WDID10391,Richard Hoffman,7,0,0.0,1413.17,201.8814,42,24,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10392,Stephen Palmer,7,0,0.0,1352.68,193.24,51,24,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10393,John Mckinney,7,0,0.0,1072.13,153.1614,22,24,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10394,Jamie Ramirez,7,0,0.0,1114.49,159.2129,13,24,Novato (≤25 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10395,Jesse Morales DVM,7,0,0.0,1563.45,223.35,49,24,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10396,Jennifer Murray,7,0,0.0,1699.21,242.7443,54,24,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10397,Shannon Gomez,7,0,0.0,1952.87,278.9814,50,24,Intermediário (26–50 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10398,Ashley Brown,7,0,0.0,2232.67,318.9529,72,24,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10399,Cathy Sanders,7,0,0.0,2159.56,308.5086,70,24,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10400,Daniel Wall,7,0,0.0,2159.82,308.5457,50,24,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
WDID10401,Stephanie Williams,7,0,0.0,2038.65,291.2357,27,24,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10402,Dr. Barbara Donovan,7,0,0.0,1662.55,237.5071,48,25,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10403,Nathaniel Villa,7,0,0.0,1718.54,245.5057,57,25,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10404,Brandon Soto,7,0,0.0,2273.08,324.7257,17,25,Novato (≤25 trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10405,Kathleen Manning,7,0,0.0,2032.87,290.41,35,25,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10406,Micheal Solomon,7,0,0.0,1937.2,276.7429,32,25,Intermediário (26–50 trips),,,,,0.0,4,Referência — Boas Práticas,0.0,False
WDID10407,Ashley Lin,7,0,0.0,2194.14,313.4486,55,25,Experiente (51+ trips),,,,,0.0,6,Referência — Boas Práticas,0.0,False
WDID10408,Shawn Short,7,0,0.0,2201.01,314.43,46,25,Intermediário (26–50 trips),,,,,0.0,5,Referência — Boas Práticas,0.0,False
